직무 단위,업무(기능) 단위,동사 키워드 정리,세부 동사 추출,AI 협업 강도,협업 강도 근거
기자,기사 유통 프로세스 — 편집,Manipulate,"  • 편집하다",High,"기사 편집, 배치, 배포 기능이 “알고리즘에 의해 수행”되며 기존 인간 의사결정이 개입되던 영역이 자동화됨. 이는 사전 정의된 규칙에 따라 실행되는 프로세스 업무로 AI 주도 수행이 가능함"
과학자·연구자 (Scientists & Researchers),텍스트 생성 및 코드 작성,Build,"  • 생성하다
  • 작성하다",High,"""Exposure is prevalent in occupations that involve generating written text or code"" — 연구자 직군이 LLM 노출도 1위 직군으로 명시. E1+E2 기준 가장 높은 노출 클러스터. p.2 ""Estimating Exposure"" / fig. S16 언급"
협상·회의 담당 직무,대면 회의 및 협상,Interact,"  • 회의하다
  • 협상하다",Low,"""Tasks where using an LLM would necessitate substantial individual or group behavior or norm changes (such as expecting to meet with humans to conduct a meeting or negotiation)"" — 명시적으로 AI 노출 낮은 업무 범주. p.3"
상담·카운슬링 직무,상담 및 조언 제공,Interact,"  • 상담하다
  • 조언하다",Low,"""Counseling"" 명시적으로 인간 판단·공감 필수 업무 범주에 포함. 평가자 간 노출도 불일치 큰 대표 사례. p.3"
예약 관련 직무 (서비스업),예약 처리,Operate,"  • 처리하다",Medium,"""Tasks already potentially exposed by technology where it is difficult to judge the added impact of using an LLM (such as making reservations)"" — AI 추가 효과 판단이 어렵다고 명시. 기존 도구와 AI 역할 중첩. p.3"
일반 사무직 (금융거래),금융 거래 실행,Collect / Operate,"  • 실행하다",High,"DWA 예시로 직접 언급: ""Execute sales or other financial transactions"" — 광범위한 직종에 걸친 루틴 업무. E1 노출 가능. p.1 ""Rating Tasks and Occupations"""
일반 사무직 (Email/Transaction 처리),거래 확인 이메일 발송,Operate / Disseminate,"  • 발송하다",High,"논문에서 직접 예시로 제시: ""Deliver email confirmation of completed transactions and shipment"" — E1 수준(LLM 단독)으로 노출 가능한 구체적 업무 사례. p.1 ""Rating Tasks and Occupations"""
데이터베이스 관리자 (Database Administrators),데이터 수집,Collect,,High,Job Zone 4~5 고노출 직군 명시. 데이터 처리·변환 업무는 E1(LLM 단독) 또는 E2(소프트웨어 연동)로 50% 이상 시간 단축 가능. p.2
약사 (Pharmacists),환자 상담 및 복약 지도,Decide,"  • 판단하다",Low,"인간 공감·판단이 필수적인 대면 커뮤니케이션 업무 — ""tasks where human oversight, judgment, or empathy are expected or required."" p.3"
약사 (Pharmacists),정보 수집,Collect,,High,"""Lawyers, pharmacists, database administrators"" — Job Zone 5(최고 준비 수준 요구 직업)에서 높은 LLM 노출도. 루틴 정보처리 업무 해당. p.2"
법률 전문가 (Lawyers),의사결정 및 판단,"Decide
","  • 판단하다
  • 의사결정하다",Low,"""Tasks where human oversight, judgment, or empathy are expected or required (such as certain kinds of decision-making or counseling)"" — 이런 업무는 노출도 평가자 간 불일치가 크고 AI 단독 수행 불가로 분류. p.3 ""Implications and Limitations"""
법률 전문가 (Lawyers),법률 문서 작성,Build,"  • 작성하다",High,"""Job Zones 4 and 5 are the most exposed, indicating occupations needing extensive preparation (e.g., lawyers, pharmacists, database administrators) are more exposed."" — 고학력 전문직이 역설적으로 LLM 노출도 높음. p.2 ""Rating Tasks and Occupations"""
기술자·소프트웨어 엔지니어 (Technologists),코드 작성 및 개발,Build,"  • 작성하다
  • 개발하다",High,"""Technologists such as software engineers and data scientists"" — 노출도 2위 직군. 텍스트·코드 생성 업무 집중. p.2 ""The two job groups most exposed to LLMs"""
과학자·연구자 (Scientists & Researchers),루틴 정보 처리 업무,Operate,"  • 처리하다",High,"""Exposure is prevalent in occupations…with routine information processing tasks"" — 반복적 정보처리는 AI가 50% 이상 시간 단축 가능(E1 기준). p.2 ""Estimating Exposure"""
,,,,,
기자,차별화된 기사 전달,Disseminate,"  • 전달하다",Low,"기자의 전문성은 “차별화된 콘텐츠와 전문 분야 기반 기사”에서 발현되며, 이는 개인의 경험·지식·맥락 기반 창의적 작업으로 AI 대체가 어려움"
기자,기사 유통 프로세스 — 배치,Operate,"  • 배치하다",High,"기사 편집, 배치, 배포 기능이 “알고리즘에 의해 수행”되며 기존 인간 의사결정이 개입되던 영역이 자동화됨. 이는 사전 정의된 규칙에 따라 실행되는 프로세스 업무로 AI 주도 수행이 가능함"
기자,기사 유통 프로세스 — 배포,Disseminate,"  • 배포하다",High,"기사 편집, 배치, 배포 기능이 “알고리즘에 의해 수행”되며 기존 인간 의사결정이 개입되던 영역이 자동화됨. 이는 사전 정의된 규칙에 따라 실행되는 프로세스 업무로 AI 주도 수행이 가능함"
현장 직원 (FLE),고객 관계 관리,Govern,"  • 관리하다",Low,"• AI capability: 정보 전달의 보조 도구로 활용될 수 있으나 진정한 공감이나 관계 구축 역량은 낮음 .

• 인간 capability: 책임: 고객과의 신뢰를 형성하고 감성 지능을 발휘하여 서비스 우수성을 유지하는 결정적 역할을 수행함."
마케팅 매니저,캠페인 방향 설정하기,Govern,"  • 설정하다",Low,"• AI capability: 과거 데이터를 바탕으로 시나리오를 분석하여 지원할 수 있으나 역량이 중간 수준임 .

• 인간 capability / 책임: 캠페인의 전략적 방향을 설정하고 자원을 할당하는 최종 결정권은 인간에게 있음."
마케팅,고객 신뢰 기반 커뮤니케이션,Interact,"  • 대화하다",Low,"고객이 AI 봇과 대화 중임을 인식하면 구매율이 75% 감소한다는 연구 결과(Luo et al., 2019)에서 보듯, 고객은 AI의 공감 능력을 신뢰하지 않음.

  • 감성 지능과 관계 기반 소통이 핵심인 고객 관계 관리는 인간이 담당해야 하며, 책임성이 높음."
중간 관리자,"팀원 변화 관리 ",Govern,"  • 관리하다",Low,AI 도입에 따른 직업적 불안감을 해소하고 팀원에게 비전을 전파하는 것은 감성 지능과 공감이 필수적임.
현장 경찰관,실시간 위험 대응,Govern,"  • 대응하다",Low,"논문 p.139–140: 스마트폰 정보 조회가 경찰관의 자세를 ""hunched-over""로 변화시켜 신체적 안전 위협.
AI가 정보를 제공해도 현장 판단·신체 대응은 100% 인간 주도.

""improved the information position… ended up deteriorating their physical safety.""

Decide 기능은 HAIC Low임을 신체적 안전 위협이라는 극적 방식으로 입증."
최고경영자 (Top Manager),AI 유스케이스 우선순위 결정,Decide,"  • 결정하다",Low,"TM은 고객 니즈 중심으로 AI 유스케이스를 발굴·우선순위화하고, 재무·비재무(윤리·법적·신뢰·전략적 적합성) 결과를 종합적으로 평가하여 AI 이니셔티브를 승인·거절해야 함.

  • 복잡한 판단과 높은 책임성이 요구되어 인간 주도."
공급망 관리자,공급망 파트너 관계 관리,Interact / Govern,"  • 관계 관리하다",Low,"공급업체·파트너와의 장기적 신뢰 관계 구축은 인간 고유 영역.

SCWB의 핵심 요소로 논문 p.38: ""long-term supplier relationships"" 관리는 인간 판단과 관계 기반 활동.

책임성 높은 관계 지향적 기능."
중간관리자(Middle Manager),팀원 목표 설정 및 이행 현황 지원,Govern,"  • 지원하다",Low,"참여자 전원이 공통적으로 수행한다고 언급한 팀 관리 업무로, 목표 설정·완료 추적·팀원 지원·리더십이 포함됨. 관계적 판단과 조직 맥락 이해가 필요한 고책임성 업무로, 인간의 직접 주도가 필수인 영역으로 제시됨."
리더·관리자(Leader / Manager),창의 목표 신호 발신,Disseminate / Interact,"  • 발신하다",Low,"논문은 리더가 직원에게 창의성을 핵심 직무 요건으로 인식시키는 명시적 기대 설정이 창의적 몰입의 핵심 조절 변수임을 실증함. 특히 위계적 문화(중국 고권력거리)에서 직원의 창의 행동은 리더의 명확한 신호 없이는 발현되기 어려우며, 이는 인간 판단과 관계적 권위가 필수적인 Low 영역임. AI가 이 역할을 대체할 수 없음."
관리자 / 리더,AI 활용 의사결정에 대한 윤리적 감독,Govern,"  • 감독하다",Low,"AI는 윤리 판단 수행 불가, 인간이 윤리·책임 기반 의사결정 수행"
데이터베이스 관리자 (Database Administrators),데이터 조작,Manipulate,,High,Job Zone 4~5 고노출 직군 명시. 데이터 처리·변환 업무는 E1(LLM 단독) 또는 E2(소프트웨어 연동)로 50% 이상 시간 단축 가능. p.2
약사 (Pharmacists),정보 처리,Analyze,"  • 처리하다",High,"""Lawyers, pharmacists, database administrators"" — Job Zone 5(최고 준비 수준 요구 직업)에서 높은 LLM 노출도. 루틴 정보처리 업무 해당. p.2"
Software Developer,외부 자료 활용,Analyze,,High,정보 수집은 이미 자동화 및 AI 활용 가능 영역이기 때문에 AI 주도 가능
Software Developer,AI 코드/함수 제안,Build,,High,"사전 학습된 모델이 자동으로 코드 생성, 함수 전체를 실시간으로 제안하고  인간은 선택만 수행하기 때문에  AI 주도성 높음"
경영 컨설턴트,시장 세그먼트 구조화 작업 (프론티어 내부),Intergrate,"  • 구조화하다",High,"AI 지원 조건의 컨설턴트가 시장 세분화 분석 과제(analytical thinking)에서 유의미한 품질 향상을 보임.

  • 구조화된 데이터를 분류·정리하는 조작 기능은 AI 역량이 높고 루틴 성격이 강해 책임성이 낮음.

  • 프론티어 내부 태스크로 실증됨."
"최고경영자
  (Top Manager)",AI 기술 트렌드 모니터링,Operate,,High,"TM은 AI 트렌드가 발전하는 방향을 파악하기 위해 실리콘밸리 기업 등 베스트 인 클래스의 AI 활동을 지속적으로 모니터링함. 정보 수집 자체는 AI 도구 활용 가능성이 높고 인간 부가가치가 낮음.

  • 책임성이 낮음."
제조 (운영직),AI 이미지·음성·텍스트 처리,Operate,"  • 처리하다",High,AI 기반 이미지·음성·텍스트 인식 시스템 활용이 논문의 구체적 AI 협업 사례로 언급됨. 패턴 인식·분류는 AI가 독립적으로 고성능 수행 가능하며 인간 판단 개입 최소화.p.6
일반 직원,업무 수행 중 AI 활용한 지원 활용,Operate,,High,반복적 정보 처리 업무의 경우 AI는 정보 검색·처리·필터링 자동 수행함.
경찰 정보 분석관,"AI 예측 결과 적용 (현장 경찰관을 위한 내용 전환) ",Decide,"  • 적용하다",Medium,"논문 p.138: 인텔리전스 오피서의 핵심 역할은 ""translation of AI outputs into practice.""

  • 인간 Capability: AI 역량 高이나 맥락적 해석·현장 적용은 인간 필수.

이 기능이 인간에게 ""cognitive overload"" 유발 — AI 협업이 오히려 부담을 증가시키는 사례."
HR 채용 담당자,전략적 HR 의사결정 지원,Disseminate,,Medium,"""AI offers considerable possibilities for strategic HR decision making and aligning HR plans with corporate objectives"" (p.76).

  • 인간 Capability: 다중 데이터 소스 통합을 AI가 지원하나, HR 전략과의 연계 판단은 인간 필요.

  • Recruitment agility enabler와 연결: AI가 ""improve data analysis for decision making"" (p.78)."
운영/실무자,"AI 추천 결과 선택 ",Decide,"  • 선택하다",Medium,"  • AI Capability: AI는 자동화된 의사결정 및 계산 결과를 생성하지만, 그 과정은 사용자에게 불투명하게 작동하는 경우가 많음(black box 문제)
  • 인간 Capability: 인간은 AI 결과의 신뢰성을 검증하고, 오류 가능성을 점검하며, 필요 시 재계산 또는 수정하는 역할을 수행함. 실제로 사용자들은 AI 결과를 다시 검증하는 행동을 보임."
운영/실무자,데이터 기반 분석,Analyze,,Medium,"  • AI Capability: 계산·분석 지원
  • 인간 Capability: 최종 판단 수행"
하이테크 서비스 직군(High-Tech Service Worker),AI 활용을 통한 의사결정 지원,Govern,"  • 지원하다",Medium,"  • AI Capability: AI가 정보·인지 자원을 확장하고 불확실성을 줄이며 지각된 통제감을 높이는 '지식·의사결정 지원(Knowledge/decision support)' 기능을 수행함.
  • 인간 Capability: AI가 제공한 정보를 맥락에 맞게 해석하고 최종 의사결정을 내리는 것은 인간의 역할. 지식 근로자가 AI 어시스턴트를 활용해 창의 목표를 설정·모니터링·검토하는 자기조절 과정으로 묘사됨."
하이테크 서비스 직군(High-Tech Service Worker),AI 협업 환경에서의 워크플로 최적화,Govern,"  • 최적화하다",Low,"  • AI Capability: AI가 정밀한 과업 수행과 일관된 결과 제공을 통해 직원의 기술 개발 기회와 구조적 직무 자원을 확충해 주는 '기술 개발 및 프로세스 최적화(Skill development and process optimization)' 기능을 담당함.
  • 인간 Capability: 어떤 기술을 어떻게 개발할지 방향을 설정하고 AI가 제공하는 성장 신호를 내면화하여 역량을 강화하는 것은 인간의 능동적 역할임. 논문은 직원이 AI와의 상호작용을 통해 성장 지향 과업을 추구하는 촉진초점 잡 크래프팅을 수행한다고 설명함."
생산관리,"오류 대응 관리 ",Govern,"  • 대응하다",Medium,"  • AI Capability: 데이터 기반 이상 탐지 및 오류 예측 수행 가능 
  • 인간 Capability: 오류 원인 분석, 대응 전략 수립, AI 결과 검증 및 수정 수행 오류 발생 가능성이 높을수록 인간 개입이 필요하며 AI는 탐지 역할 중심으로 작동한다고 제시됨"
관리자·리더(Manager / Leader),직원 외로움·감정 소진 상태 개입,Interact,"  • 개입하다",Low,논문은 AI 협업이 확대될수록 리더가 직원의 감정 상태 변화를 적시에 파악하고 개입하는 역할이 더욱 중요해진다고 강조함. 직원의 외로움·소진 여부를 판단하고 맞춤 대응을 결정하는 것은 높은 맥락적 판단력과 책임성이 요구되는 인간 주도 업무임.
관리자·리더(Manager / Leader),사회적 연결 지원,Interact,"  • 지원하다",Low,"AI 협업 확대로 인한 직원 간 상호작용 감소를 보완하기 위해, 리더가 팀 빌딩 활동이나 사회적 공간을 조성해 구성원의 감정 자원을 보충해야 함을 논문이 명시함. 이는 인간 관계·소속감 형성이 필요한 업무로 AI가 수행할 수 없는 영역. 조직 문화 형성 책임성이 높음."
HR 채용 담당자,대인 역량 평가,Analyze / Decide," • 평가하다(분석동사)",Low,"Study 1 Figure 1: ""personalized interaction, interviews, and final decision""은 Human-driven hiring 항목으로 분류 (p.77).

P10 응답: ""It would feel very cold to talk with an AI tool during a recruitment process, without any empathy"" (p.79).

관계 기반·감성 기반 활동으로 책임성 高, 인간 주도 필수."
물류·배송 관리자(Fleet Manager),예상치 못한 운행 차질(사고·교통 혼잡 등) 대응,Govern,"  • 판단하다
  • 대응하다",Low,"AI가 데이터와 경로를 제공하더라도, 돌발 사태에 대한 실질적 대응 판단은 플릿 매니저의 현장 경험과 맥락적 판단이 필수. 책임성이 높고 표준화가 불가능한 영역."
Manufacturing Manager (제조 관리자),예상치 못한 생산 차질 상 대응,Govern,"  • 판단하다
  • 대응하다",Low,"AI가 데이터를 제공하더라도, 예상치 못한 돌발 상황에 대한 전문적 판단과 대응은 인간 관리자의 경험과 맥락 이해가 필수. 책임성이 높은 영역. "
최고경영자 (Top Manager),AI 유스케이스 우선순위 승인,Decide / Govern,"  • 승인하다",Low,"TM은 고객 니즈 중심으로 AI 유스케이스를 발굴·우선순위화하고, 재무·비재무(윤리·법적·신뢰·전략적 적합성) 결과를 종합적으로 평가하여 AI 이니셔티브를 승인·거절해야 함.

  • 복잡한 판단과 높은 책임성이 요구되어 인간 주도."
경영 컨설턴트,고객사 CEO 대상 책임 있는 조언 제공,Interact,"  • 조언하다",Low,"실험의 프론티어 외부 태스크에서 컨설턴트는 CEO에게 브랜드 성장 전략을 최종 권고해야 했으며, 이는 고도의 맥락 이해와 책임성을 요구함.

AI가 설득력 있는 문구를 생성하더라도 내용이 부정확할 수 있어, 최종 대외 권고는 인간이 책임져야 함.

  • 가장 높은 책임성을 가진 인간 주도 기능."
리더·관리자(Leader / Manager),직원 자율성 부여,Govern,"  • 부여하다
",Low,논문은 AI를 부서 전반에 도입할 때 관리자가 직원의 의견을 수렴하고 인간-AI 간 과업 배분을 명확히 하며 통합적 워크플로를 설계하고 직원에게 AI에 대한 더 큰 자율성을 부여해야 한다고 권고함. 이는 조직 구조와 책임 체계를 결정하는 고책임성 인간 주도 업무임.
기자,"AI 생성 결과 수정 (문장 검토 포함) ",Manipulate,"  • 수정하다",Medium,AI가 생성한 기사에 대해 엉뚱한 기사 여부 확인 및 문장 자연스러움 검토가 필요함. AI가 1차 생성은 수행하지만 correctness 판단 기준 설정과 최종 책임은 인간에게 있어 협업 구조가 형성됨.
기자,심층 기사 작성 (가설 설정·해석 포함),Build,"  • 작성하다",Low,"심층 기사 작성은 가설 설정, 의미 해석, 논리 구성이 핵심으로 AI가 수행하기 어려운 영역으로 제시됨. 높은 책임성과 맥락 이해가 요구되며 인간의 전문성이 핵심인 영역임."
하이테크 서비스 직군(High-Tech Service Worker),AI 활용을 통한 불확실성 관리,Govern,,Medium,"  • AI Capability: AI가 정보·인지 자원을 확장하고 불확실성을 줄이며 지각된 통제감을 높이는 '지식·의사결정 지원(Knowledge/decision support)' 기능을 수행함.
  • 인간 Capability: AI가 제공한 정보를 맥락에 맞게 해석하고 최종 의사결정을 내리는 것은 인간의 역할. 지식 근로자가 AI 어시스턴트를 활용해 창의 목표를 설정·모니터링·검토하는 자기조절 과정으로 묘사됨."
호텔 직원 (Guest Service),"고객 맞춤 서비스를 위한 결론 도출 ",Decide,"  • 도출하다",Medium,"  • AI Capability: AI가 더 많은 데이터를 분석하고 정확한 결론을 도출하는 것을 지원함. 
  • 인간 Capability: 직원은 AI의 분석 결과를 바탕으로 고객 응대 방향을 판단하고 적용하는 역할을 수행함. (p.278)"
